AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A691691,Tiva,2015-01-02 18:52:00,Adoption,,Dog,Spayed Female,11 months,German Shepherd/Labrador Retriever,Red
A686208,Jaycup,2014-09-07 18:59:00,Adoption,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby
A704764,,2015-06-09 09:52:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A649920,Dr. Dog,2014-04-04 13:08:00,Adoption,,Dog,Neutered Male,2 years,German Shepherd,Brown
A704984,Daisy,2015-06-20 00:00:00,Transfer,Partner,Dog,Spayed Female,5 months,Boxer Mix,Brown/White
A708055,Addie,2015-07-28 16:55:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A690846,,2014-10-27 13:21:00,Transfer,Partner,Dog,Intact Male,5 months,Pit Bull Mix,Buff
A545642,Cow,2014-06-19 17:26:00,Return_to_owner,,Dog,Spayed Female,5 years,Miniature Pinscher,Black/Brown
A717062,Holly,2016-02-13 13:05:00,Adoption,Foster,Dog,Spayed Female,2 years,Chihuahua Shorthair/Cardigan Welsh Corgi,Chocolate/Tan
A691872,Tom,2014-12-23 12:03:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A705349,Bacon,2015-07-19 15:16:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A671084,Marley,2014-05-11 18:15:00,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Buff/White
A714460,,2015-10-28 13:15:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Gray Tabby
A668552,Mr Pink,2013-12-21 18:27:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A587278,Schroeder,2015-09-25 12:35:00,Adoption,,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Brown
A522952,Kira,2014-12-08 11:56:00,Euthanasia,Suffering,Dog,Intact Female,9 years,American Staffordshire Terrier,Black/White
A710313,,2015-08-21 15:11:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A716847,,2015-11-27 12:04:00,Euthanasia,Suffering,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
A673881,Violet,2014-03-07 14:39:00,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A681062,Max,2014-06-12 14:22:00,Return_to_owner,,Dog,Neutered Male,3 years,Jack Russell Terrier Mix,Brown/White
A668180,,2013-12-04 15:49:00,Euthanasia,Suffering,Dog,Neutered Male,10 years,Rat Terrier Mix,White/Tricolor
A695140,Milli,2015-01-11 17:22:00,Return_to_owner,,Dog,Spayed Female,2 years,Siberian Husky Mix,Black/White
A701507,Pekeen,2015-05-09 18:19:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A676077,Bettie Page,2014-07-08 14:46:00,Transfer,Partner,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby/White
A681593,,2014-06-19 08:22:00,Euthanasia,Rabies Risk,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A683747,,2014-07-25 11:14:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A711552,Quincy,2016-02-19 12:13:00,Transfer,Partner,Dog,Neutered Male,4 years,American Staffordshire Terrier Mix,Red/White
A667770,,2013-11-27 11:25:00,Adoption,,Dog,Neutered Male,5 months,Miniature Poodle/Labrador Retriever,White
A678733,Angel,2014-05-24 08:13:00,Transfer,Partner,Dog,Intact Female,2 weeks,Chihuahua Shorthair/Jack Russell Terrier,White
A714817,Oats,2015-11-03 11:52:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby
A586581,Diamond,2015-04-05 17:54:00,Transfer,Partner,Dog,Spayed Female,6 years,Pit Bull Mix,Black/White
A627950,Daisy,2014-05-11 17:50:00,Euthanasia,Suffering,Dog,Spayed Female,9 years,Rottweiler Mix,Black/Tan
A702829,Pumkin,2015-05-19 17:43:00,Adoption,,Dog,Spayed Female,1 month,Yorkshire Terrier Mix,Cream
A665425,Collins,2013-11-30 12:54:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A692187,Skye,2014-11-16 15:34:00,Return_to_owner,,Dog,Spayed Female,10 years,Catahoula Mix,White/Blue Merle
A703920,Susuwatari,2015-06-06 13:51:00,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A604708,Red,2016-01-24 15:02:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Brown/White
A713488,Rosalie,2015-10-07 18:59:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black
A639939,Bo,2015-02-09 16:30:00,Return_to_owner,,Dog,Neutered Male,7 years,Beauceron Mix,Black/Tan
A706934,,2015-07-31 14:31:00,Transfer,Partner,Dog,Intact Male,5 years,Dachshund Longhair,Tricolor
A704259,,2015-06-03 08:34:00,Euthanasia,Suffering,Cat,Intact Male,4 months,Domestic Shorthair Mix,Gray Tabby
A674615,Cooper,2014-03-19 16:57:00,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Tan
A716563,Sis,2015-11-29 18:54:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,White
A672470,Choko,2015-01-17 15:09:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull/Chihuahua Shorthair,Tan/Black
A681685,,2014-06-24 12:41:00,Adoption,,Dog,Spayed Female,1 year,Miniature Schnauzer/Miniature Poodle,Black/Gray
A680232,,2014-05-31 12:47:00,Transfer,Partner,Dog,Intact Male,1 month,Dachshund,Tan
A705568,Phoebe,2015-06-19 16:40:00,Return_to_owner,,Dog,Spayed Female,10 years,French Bulldog Mix,Brown Brindle
A711253,Oscar,2015-09-13 17:41:00,Adoption,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Orange Tabby/White
A666875,,2013-11-08 15:50:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
A700799,Ethel,2015-04-30 13:25:00,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Medium Hair Mix,Black/White
A687411,,2014-09-06 09:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A703437,,2015-05-25 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White
A675634,Nutlet,2014-04-09 15:55:00,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A705223,,2015-06-15 13:59:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Longhair Mix,Gray Tabby/White
A704735,Topper,2015-06-20 00:00:00,Transfer,Partner,Dog,Intact Male,4 months,Labrador Retriever/German Shepherd,Brown
A703755,Emerald,2015-06-01 12:40:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A688627,,2014-09-21 15:25:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Cream Tabby
A718904,Ivory,2016-01-11 14:06:00,Adoption,,Cat,Neutered Male,5 months,Siamese Mix,Flame Point
A709673,,2015-08-12 14:30:00,Euthanasia,Suffering,Dog,Intact Female,15 years,Labrador Retriever Mix,Chocolate
A679273,Marmalade,2014-09-12 11:24:00,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
A690462,,2014-10-21 12:58:00,Euthanasia,Suffering,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby
A706066,,2015-06-29 13:55:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Silver Tabby
A688267,,2014-09-20 15:39:00,Adoption,Offsite,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,White/Brown Brindle
A714046,Bambi,2015-11-14 14:54:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
A676671,Rabbit,2014-05-05 18:21:00,Adoption,Foster,Cat,Spayed Female,2 months,Maine Coon Mix,Brown Tabby/White
A678175,,2014-05-05 14:40:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Gray
A623883,Ghost,2013-11-29 11:11:00,Euthanasia,Aggressive,Dog,Intact Male,5 years,Pit Bull Mix,White/Tricolor
A715492,Junko,2015-12-08 12:27:00,Adoption,Foster,Dog,Spayed Female,2 months,Carolina Dog Mix,Tan/Black
A711069,Babalou,2015-09-06 11:32:00,Transfer,Partner,Dog,Intact Male,10 years,Miniature Poodle Mix,Tan
A711477,Ollie,2015-09-16 18:26:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A709593,,2015-08-11 11:37:00,Died,,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby
A664306,Tiny,2013-10-05 12:34:00,Transfer,Partner,Dog,Intact Female,2 months,Australian Shepherd Mix,White/Tricolor
A692153,Joannie,2014-11-20 12:36:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A709878,Fancy,2015-08-23 19:43:00,Adoption,,Dog,Spayed Female,2 months,Catahoula Mix,White/Brown Brindle
A694020,,2014-12-19 09:00:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Medium Hair Mix,Brown Tabby
A704447,Patricia,2015-08-22 15:19:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A666312,,2013-11-03 17:28:00,Adoption,,Dog,Neutered Male,8 months,Leonberger Mix,Brown Brindle/White
A704293,Waylon,2015-07-02 10:22:00,Transfer,Partner,Dog,Intact Male,2 years,Pointer Mix,Red Merle/White
A677444,Lucky,2014-05-09 12:53:00,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Blue Merle/Tricolor
A713154,,2015-10-04 09:00:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Brown Tabby
A691381,Lucky,2014-11-07 13:07:00,Transfer,Partner,Dog,Spayed Female,4 years,Miniature Schnauzer/Queensland Heeler,Red/Blue
A679073,,2014-05-17 20:24:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Torbie
A682323,,2014-06-26 15:55:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A698479,Bubba,2015-03-29 15:38:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A685893,,2014-08-16 09:00:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Medium Hair Mix,Black
A714067,Sophie,2015-10-29 11:14:00,Return_to_owner,,Dog,Intact Female,16 years,Labrador Retriever Mix,Chocolate
A701643,Chip,2015-09-28 15:03:00,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby
A700988,,2015-04-22 14:55:00,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Orange Tabby
A620900,Roswell,2014-02-26 17:33:00,Euthanasia,Rabies Risk,Dog,Intact Male,5 years,German Shepherd/Rottweiler,Brown/Tan
A696523,,2015-02-10 17:42:00,Adoption,,Dog,Spayed Female,1 year,Maltese Mix,White
A716989,,2015-12-04 14:06:00,Transfer,Partner,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tricolor
A685264,Coco,2014-08-07 18:28:00,Return_to_owner,,Dog,Spayed Female,4 months,Rottweiler,Black/Brown
A669595,Am̩lie,2014-01-02 14:38:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Longhair Mix,Black/White
A713599,Smokeybear,2015-10-13 14:17:00,Transfer,Partner,Dog,Neutered Male,10 years,Chow Chow Mix,Black
A669270,Zorro,2014-07-21 16:15:00,Adoption,,Dog,Neutered Male,8 months,English Foxhound Mix,White/Brown
A699100,Rusty,2015-04-01 11:19:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever/Miniature Poodle,Brown
A573460,Meena,2014-06-14 13:35:00,Return_to_owner,,Dog,Spayed Female,11 years,Parson Russell Terrier,White/Black
A702129,Ken,2015-07-17 12:51:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black Tabby/White
A694433,Honey,2015-01-01 16:49:00,Adoption,,Dog,Spayed Female,1 year,Pug/Chihuahua Shorthair,Tan
A676202,Joey,2014-04-07 17:24:00,Return_to_owner,,Dog,Neutered Male,13 years,Shih Tzu Mix,White/Brown
A646430,Spiderman,2015-03-15 14:56:00,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/Tan
A677963,Stewie,2014-05-13 17:47:00,Adoption,,Dog,Neutered Male,1 year,Pembroke Welsh Corgi/Pit Bull,Tricolor
A688430,Kiedis,2014-10-14 19:08:00,Euthanasia,Suffering,Dog,Neutered Male,6 years,Labrador Retriever Mix,Brown/White
A684453,,2014-07-24 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby
A703255,Razz,2015-05-26 17:29:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull/Labrador Retriever,Tan/White
A699783,Penny Lou,2015-04-02 00:00:00,Transfer,Partner,Dog,Intact Female,4 months,Shih Tzu,White/Brown
A711682,Rocky,2015-10-11 14:07:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A712717,Heinz,2015-09-29 17:14:00,Return_to_owner,,Dog,Neutered Male,7 years,German Shepherd Mix,Black/Tricolor
A684834,Frisco,2014-08-07 18:26:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby
A677089,Kit Kat,2014-09-06 18:56:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A676816,,2014-04-23 12:06:00,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Poodle Mix,White
A673269,Curtis,2014-03-15 18:24:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A658605,Levi,2013-10-12 16:52:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue
A681360,,2014-06-16 14:24:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie
A695253,,2015-03-31 09:00:00,Transfer,SCRP,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black/White
A668386,Snickers,2013-12-09 12:57:00,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A704791,Doc,2015-07-24 18:21:00,Euthanasia,Suffering,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A684671,Holly,2014-07-28 13:34:00,Return_to_owner,,Dog,Intact Female,3 years,Pit Bull Mix,Brown
A705599,,2015-06-23 13:25:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A719870,Bella,2016-02-02 17:30:00,Transfer,Partner,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Black/White
A702486,Hennesy,2015-05-14 14:23:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Pit Bull Mix,Black Brindle/White
A682972,,2014-07-05 14:04:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A702894,Popeye,2015-05-19 08:34:00,Euthanasia,Suffering,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Brown/White
A695436,,2015-01-16 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair,Black/White
A475944,Negra,2014-06-08 17:39:00,Return_to_owner,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black/White
A687529,Kali,2014-09-07 14:36:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle
A713242,Birdie,2015-11-11 18:43:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A700611,,2015-04-17 16:13:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue Tabby
A712944,Blue,2015-10-08 10:35:00,Return_to_owner,,Dog,Neutered Male,7 months,Rottweiler Mix,Brown
A718462,Julia,2016-01-09 11:00:00,Adoption,,Cat,Spayed Female,4 years,Siamese Mix,Tortie Point
A700897,Donnatelo,2015-04-25 17:35:00,Adoption,,Dog,Neutered Male,4 months,Anatol Shepherd/Border Collie,Black/Cream
A707695,,2015-07-16 15:19:00,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Blue/White
A712529,Starburst,2015-11-18 16:22:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A683058,,2014-07-12 11:25:00,Transfer,Partner,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Brown
A664621,Magic,2013-10-26 13:18:00,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog/Border Collie,Tricolor
A613650,Diamond,2016-02-01 10:26:00,Euthanasia,Aggressive,Dog,Spayed Female,6 years,American Pit Bull Terrier Mix,Fawn/White
A688525,Maggie,2014-09-29 16:32:00,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever/Dachshund,Black
A667262,Miki,2013-12-01 15:20:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue/White
A680194,Kitty,2014-07-02 14:38:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A682799,Babe,2014-12-22 16:40:00,Adoption,Foster,Dog,Spayed Female,3 years,Presa Canario Mix,Brown Brindle
A709678,Princess,2015-10-13 13:49:00,Transfer,Partner,Dog,Spayed Female,7 months,Australian Cattle Dog/Pembroke Welsh Corgi,Tan/White
A689016,Lobo,2014-09-29 18:16:00,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog/Labrador Retriever,Buff
A690932,Betty,2014-12-20 11:40:00,Transfer,Partner,Dog,Spayed Female,7 months,Border Collie Mix,Black/White
A712852,Louie,2015-11-28 17:42:00,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A713766,Leo,2015-11-06 15:15:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A673348,Luna,2014-03-08 16:15:00,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,Black/White
A667851,,2013-12-07 15:44:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A697377,Frankie,2015-03-25 11:08:00,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tricolor
A564751,Pinta,2014-01-14 14:52:00,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair Mix,White/Black
A640583,Samuel,2015-02-10 14:31:00,Transfer,Partner,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue
A693386,Darcy,2014-12-20 12:18:00,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Red/White
A704549,Betty,2015-07-03 17:19:00,Adoption,Foster,Dog,Spayed Female,1 month,German Shepherd/Boxer,Brown/Black
A685979,Charlie,2014-08-21 16:31:00,Transfer,Partner,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Brown
A680326,Jameson,2014-07-02 14:14:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A713399,Oscar,2015-12-09 18:16:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A712479,Francie,2015-10-10 15:22:00,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Brown/Black
A690669,,2014-10-24 12:35:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue
A704348,Salsa,2015-06-12 17:12:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A696970,Rowdy,2015-12-21 12:35:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/Black
A668051,Miss Kitty,2013-12-20 17:35:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A715551,Chiva,2015-12-31 13:52:00,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A669547,Sarsa,2013-12-28 18:12:00,Transfer,Partner,Dog,Intact Female,8 months,Manchester Terrier/Chihuahua Shorthair,Brown/White
A704190,Stormy,2015-07-19 15:56:00,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black
A652488,Sweetie,2015-04-18 12:08:00,Return_to_owner,,Dog,Spayed Female,4 years,German Shepherd,Black/Brown
A702657,,2015-07-18 14:30:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A572004,Raven,2015-12-26 18:26:00,Return_to_owner,,Dog,Spayed Female,5 years,Labrador Retriever/Border Collie,Tricolor
A642547,Queenie,2015-06-21 14:36:00,Return_to_owner,,Dog,Spayed Female,6 years,Yorkshire Terrier Mix,Brown
A679522,,2014-05-23 19:07:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,White/Black
A692891,,2014-11-27 13:51:00,Euthanasia,Suffering,Dog,Intact Female,3 months,Pit Bull Mix,Blue/White
A638414,Gabriel,2014-08-13 13:55:00,Adoption,,Dog,Neutered Male,1 year,Siberian Husky/Labrador Retriever,Black/White
A693720,,2014-12-13 13:32:00,Euthanasia,Suffering,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby
A704372,,2015-06-04 10:28:00,Euthanasia,Suffering,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown/White
A699336,Ranger,2015-06-19 18:29:00,Adoption,,Dog,Neutered Male,10 months,Chihuahua Shorthair/Jack Russell Terrier,Black
A710799,Duke,2015-08-28 18:36:00,Return_to_owner,,Dog,Intact Female,3 months,Labrador Retriever Mix,Black
A719257,,2016-01-19 16:20:00,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,White/Brown
A692490,Elroy,2014-12-04 17:20:00,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever Mix,Black/White
A689084,,2014-09-29 14:32:00,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby
A712186,,2015-09-24 16:20:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A702942,,2015-06-28 18:40:00,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
A693865,,2014-12-19 15:06:00,Adoption,,Dog,Neutered Male,4 years,Yorkshire Terrier Mix,White/Gray
A710514,Simon,2015-08-27 15:00:00,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White
A668779,Logan,2013-12-27 16:06:00,Transfer,Partner,Dog,Neutered Male,5 years,Chihuahua Shorthair,Tan/White
A708541,,2015-07-30 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A634273,Temple,2014-02-11 14:39:00,Transfer,Partner,Dog,Neutered Male,7 years,Shih Tzu,Gray/White
A703617,Sylvia,2015-07-19 17:34:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A706026,Lana,2015-06-27 19:23:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,White/Black
A695706,,2015-01-21 09:00:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A705162,,2015-06-19 13:45:00,Transfer,Partner,Dog,Intact Male,1 weeks,American Staffordshire Terrier,Fawn/Black
A683691,Tabby,2014-10-18 11:59:00,Adoption,,Dog,Spayed Female,1 year,Great Dane Mix,Black/White
A688263,,2014-09-18 18:19:00,Euthanasia,Suffering,Cat,Neutered Male,3 years,Siamese Mix,Lilac Point
A712293,,2015-09-24 08:05:00,Euthanasia,Suffering,Cat,Intact Male,8 months,Domestic Shorthair Mix,White/Brown Tabby
A698021,Sophie,2015-03-20 14:23:00,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Tan
A714588,Mia,2015-11-28 16:50:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
A677941,,2014-05-02 16:52:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A705931,Gideon,2015-06-29 17:31:00,Adoption,,Dog,Neutered Male,8 years,Miniature Pinscher Mix,Black/Brown
A717421,Iggy,2015-12-08 18:29:00,Adoption,,Dog,Spayed Female,1 year,Rat Terrier Mix,Black/Tan
A674193,,2014-03-17 14:56:00,Transfer,Partner,Dog,Neutered Male,4 years,Soft Coated Wheaten Terrier,Cream
A700061,Chubbs,2016-01-05 00:00:00,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby
A680725,Snuggles,2014-06-07 13:05:00,Return_to_owner,,Dog,Spayed Female,13 years,Yorkshire Terrier/Miniature Schnauzer,Gray
A711204,,2015-09-04 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A628470,Blues,2013-10-23 12:48:00,Return_to_owner,,Dog,Neutered Male,3 years,Siberian Husky Mix,Gray/White
A695044,Sky,2015-01-25 13:23:00,Adoption,,Dog,Spayed Female,9 months,Pit Bull Mix,White/Blue
